title,url,type,tags,description,thumbnailUrl,energy,energy_related,tag
Barton_Second_Proposed_Infrastructure_Area,https://services2.arcgis.com/gWRYLIS16mKUskSO/arcgis/rest/services/Barton_Second_Proposed_Infrastructure_Area/FeatureServer,Feature Service,"California,South Lake Tahoe,EnergyAtlas",Area infrastructure for the Barton and Second project,https://services2.arcgis.com/gWRYLIS16mKUskSO/arcgis/rest/services/Barton_Second_Proposed_Infrastructure_Area/FeatureServer/info/thumbnail,infrastructure,8,infrastructure
Wells_Gas_Oil_CA_Conservation_Dept,https://services2.arcgis.com/RETsakmE0SJfZXCd/arcgis/rest/services/Wells_Gas_Oil_CA_Conservation_Dept/FeatureServer,Feature Service,"California,Yolo,EnergyAtlas","This dataset provides oil and gas well locations and associated records covering the entire state published by the California Department of Conservation, Division of Oil, Gas, and Geothermal Resources (DOGGR). https://www.conservation.ca.gov/dog/maps/Pages/GISMapping2.aspx ",https://services2.arcgis.com/RETsakmE0SJfZXCd/arcgis/rest/services/Wells_Gas_Oil_CA_Conservation_Dept/FeatureServer/info/thumbnail,oil and gas,10,wells
Gas_Wells_20191121,https://services.arcgis.com/aXqye4IXyXsdIpPb/arcgis/rest/services/Gas_Wells_20191121/FeatureServer,Feature Service,"Colorado,San Miguel,EnergyAtlas",Active and plugged wells - including active and expired well permits. Colorado Oil and Gas Commission downloaded 11-21-19,https://services.arcgis.com/aXqye4IXyXsdIpPb/arcgis/rest/services/Gas_Wells_20191121/FeatureServer/info/thumbnail,gas,10,wells
Solar_Analysis_WFL1,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/ArcGIS/rest/services/Solar_Analysis_WFL1/FeatureServer,Feature Service,"Colorado,Denver,EnergyAtlas","This map shows solar analysis (shading) results for DPS parking and roofs, CCD Rec Center parking and roofs, and CCD owned vacant land.",https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/ArcGIS/rest/services/Solar_Analysis_WFL1/FeatureServer/info/thumbnail,solar energy,10,renewables
Transportation_Gas_Stations_Web,https://services1.arcgis.com/IL17xsvNU5Bmw3RY/arcgis/rest/services/Transportation_Gas_Stations_Web/FeatureServer,Feature Service,"Colorado,Pueblo,EnergyAtlas","This feature data layer contains point location information for the Gas Stations located within the City of Pueblo, Colorado.",https://services1.arcgis.com/IL17xsvNU5Bmw3RY/arcgis/rest/services/Transportation_Gas_Stations_Web/FeatureServer/info/thumbnail,gas,8,infrastructure
DPH_WellsBuffer_500ft,https://services1.arcgis.com/FjPcSmEFuDYlIdKC/arcgis/rest/services/DPH_WellsBuffer_500ft/FeatureServer,Feature Service,"Connecticut,Connecticut - Various layers,EnergyAtlas","DPH Drinking Water wells buffer, 500 ft<BR>",https://services1.arcgis.com/FjPcSmEFuDYlIdKC/arcgis/rest/services/DPH_WellsBuffer_500ft/FeatureServer/info/thumbnail,wells,10,wells
Long_Island_Sound_Submerged_Cable_And_Pipeline_Areas,https://services1.arcgis.com/FjPcSmEFuDYlIdKC/arcgis/rest/services/Long_Island_Sound_Submerged_Cable_And_Pipeline_Areas/FeatureServer,Feature Service,"Connecticut,Connecticut - Various layers,EnergyAtlas","The Long Island Sound Submerged Cable and Pipeline Areas layer is no better than 1:20,000-scale data. It depicts the location of submerged cable and/or pipeline areas.",https://services1.arcgis.com/FjPcSmEFuDYlIdKC/arcgis/rest/services/Long_Island_Sound_Submerged_Cable_And_Pipeline_Areas/FeatureServer/info/thumbnail,Submerged cables and pipelines,8,pipelines
Quaternary_Geology_Geologic_Basin_and_Cross_Section,https://services1.arcgis.com/FjPcSmEFuDYlIdKC/arcgis/rest/services/Quaternary_Geology_Geologic_Basin_and_Cross_Section/FeatureServer,Feature Service,"Connecticut,Connecticut - Various layers,EnergyAtlas","Quaternary Geology Geologic Basin and Cross Section includes: Quaternary Geology Geologic Basin Boundary, Quaternary Geology Cross Section Lines",https://services1.arcgis.com/FjPcSmEFuDYlIdKC/arcgis/rest/services/Quaternary_Geology_Geologic_Basin_and_Cross_Section/FeatureServer/info/thumbnail,geology,8,geology
Solar/Solar_Carport_Study_Area_Cache_5Categories,https://cache.gis.lacounty.gov/cache/rest/services/Solar/Solar_Carport_Study_Area_Cache_5Categories/MapServer,Map Service,"California,Los Angeles,EnergyAtlas,Solar",No description,https://cache.gis.lacounty.gov/cache/rest/services/Solar/Solar_Carport_Study_Area_Cache_5Categories/MapServer/info/thumbnail,solar energy,10,renewables
Solar/Solar_Carport_Study_Area_Cache,https://cache.gis.lacounty.gov/cache/rest/services/Solar/Solar_Carport_Study_Area_Cache/MapServer,Map Service,"California,Los Angeles,EnergyAtlas,Solar",No description,https://cache.gis.lacounty.gov/cache/rest/services/Solar/Solar_Carport_Study_Area_Cache/MapServer/info/thumbnail,solar energy,10,renewables
