title,url,type,tags,description,thumbnailUrl,energy,energy_related,tag
flo_rainfall_accum,https://services.arcgis.com/acgZYxoN5Oj8pDLa/arcgis/rest/services/flo_rainfall_accum/FeatureServer,Feature Service,"South Carolina,EnergyAtlas",rainfall accumulation at weather stations in south carolina during hurricane florence. ,https://services.arcgis.com/acgZYxoN5Oj8pDLa/arcgis/rest/services/flo_rainfall_accum/FeatureServer/info/thumbnail,weather,8,weather
SCDNR_Coastal_Plain_Well_Inventory,https://services.arcgis.com/acgZYxoN5Oj8pDLa/arcgis/rest/services/SCDNR_Coastal_Plain_Well_Inventory/FeatureServer,Feature Service,"South Carolina,EnergyAtlas","The Hydrology Section of the SCDNR has records of more than 14,000 water wells located in the Coastal Plain counties of South Carolina.",https://services.arcgis.com/acgZYxoN5Oj8pDLa/arcgis/rest/services/SCDNR_Coastal_Plain_Well_Inventory/FeatureServer/info/thumbnail,wells,10,wells
wellSamplesSCGS,https://services.arcgis.com/acgZYxoN5Oj8pDLa/arcgis/rest/services/wellSamplesSCGS/FeatureServer,Feature Service,"South Carolina,EnergyAtlas","Wells from SCDNR hydrology section coastal plain well inventory that have samples at the SCGS Core Repository, or samples elsewhere. ",https://services.arcgis.com/acgZYxoN5Oj8pDLa/arcgis/rest/services/wellSamplesSCGS/FeatureServer/info/thumbnail,oil and gas,8,wells
SeismicZones,https://services1.arcgis.com/m0cnLGKdhwao8WvM/ArcGIS/rest/services/SeismicZones/FeatureServer,Feature Service,"South Carolina,Colleton,EnergyAtlas",Seismic Zones updated 2018,https://services1.arcgis.com/m0cnLGKdhwao8WvM/ArcGIS/rest/services/SeismicZones/FeatureServer/info/thumbnail,seismic activity,10,seismic
WindZones,https://services1.arcgis.com/m0cnLGKdhwao8WvM/ArcGIS/rest/services/WindZones/FeatureServer,Feature Service,"South Carolina,Colleton,EnergyAtlas",Wind Zones updated 2018,https://services1.arcgis.com/m0cnLGKdhwao8WvM/ArcGIS/rest/services/WindZones/FeatureServer/info/thumbnail,wind energy,10,renewables
topo/Geology_Age,https://maps.dcnr.pa.gov/agsprod/rest/services/topo/Geology_Age/MapServer,Map Service,"Pennsylvania,Department of Conservation and Natural Resources,EnergyAtlas,topo",Geology,https://maps.dcnr.pa.gov/agsprod/rest/services/topo/Geology_Age/MapServer/info/thumbnail,geology,8,geology
topo/Geology_Unit_Labels,https://maps.dcnr.pa.gov/agsprod/rest/services/topo/Geology_Unit_Labels/MapServer,Map Service,"Pennsylvania,Department of Conservation and Natural Resources,EnergyAtlas,topo",Geology unit labels,https://maps.dcnr.pa.gov/agsprod/rest/services/topo/Geology_Unit_Labels/MapServer/info/thumbnail,geology,8,geology
topo/Geology_Age_Geoapp,https://maps.dcnr.pa.gov/agsprod/rest/services/topo/Geology_Age_Geoapp/MapServer,Map Service,"Pennsylvania,Department of Conservation and Natural Resources,EnergyAtlas,topo",Geology,https://maps.dcnr.pa.gov/agsprod/rest/services/topo/Geology_Age_Geoapp/MapServer/info/thumbnail,geology,8,geology
topo/Oil_n_Gas_Pool_Thematic,https://maps.dcnr.pa.gov/agsprod/rest/services/topo/Oil_n_Gas_Pool_Thematic/MapServer,Map Service,"Pennsylvania,Department of Conservation and Natural Resources,EnergyAtlas,topo","PA oil and gas pools including shallow/deep pools of oil, gas, coalbed methane, shale gas, and gas storage.",https://maps.dcnr.pa.gov/agsprod/rest/services/topo/Oil_n_Gas_Pool_Thematic/MapServer/info/thumbnail,oil and gas,10,topography
topo/surficialgeology_new,https://maps.dcnr.pa.gov/agsprod/rest/services/topo/surficialgeology_new/MapServer,Map Service,"Pennsylvania,Department of Conservation and Natural Resources,EnergyAtlas,topo",Surficial Geology,https://maps.dcnr.pa.gov/agsprod/rest/services/topo/surficialgeology_new/MapServer/info/thumbnail,geology,8,geology
topo/TrailofGeology,https://maps.dcnr.pa.gov/agsprod/rest/services/topo/TrailofGeology/MapServer,Map Service,"Pennsylvania,Department of Conservation and Natural Resources,EnergyAtlas,topo",Trail of Geology Point Layer for PAGeode,https://maps.dcnr.pa.gov/agsprod/rest/services/topo/TrailofGeology/MapServer/info/thumbnail,geology,8,geology
topo/Fields_Pools,https://www.gis.dcnr.state.pa.us/agsprod/rest/services/topo/Fields_Pools/MapServer,Map Service,"Pennsylvania,Department of Conservation and Natural Resources,EnergyAtlas,topo","Oil and Gas Fields and Pools, including shallow/deep pools for oil, gas, coalbed methane, shale gas, and storage.",https://www.gis.dcnr.state.pa.us/agsprod/rest/services/topo/Fields_Pools/MapServer/info/thumbnail,oil and gas fields,8,topography
topo/Geology_Age,https://www.gis.dcnr.state.pa.us/agsprod/rest/services/topo/Geology_Age/MapServer,Map Service,"Pennsylvania,Department of Conservation and Natural Resources,EnergyAtlas,topo",Geology,https://www.gis.dcnr.state.pa.us/agsprod/rest/services/topo/Geology_Age/MapServer/info/thumbnail,geology,8,geology
topo/Geology_Unit_Labels,https://www.gis.dcnr.state.pa.us/agsprod/rest/services/topo/Geology_Unit_Labels/MapServer,Map Service,"Pennsylvania,Department of Conservation and Natural Resources,EnergyAtlas,topo",Geology unit labels,https://www.gis.dcnr.state.pa.us/agsprod/rest/services/topo/Geology_Unit_Labels/MapServer/info/thumbnail,geology,8,geology
topo/Geology_Age_Geoapp,https://www.gis.dcnr.state.pa.us/agsprod/rest/services/topo/Geology_Age_Geoapp/MapServer,Map Service,"Pennsylvania,Department of Conservation and Natural Resources,EnergyAtlas,topo",Geology,https://www.gis.dcnr.state.pa.us/agsprod/rest/services/topo/Geology_Age_Geoapp/MapServer/info/thumbnail,geology,8,geology
topo/Oil_n_Gas_Pool_Thematic,https://www.gis.dcnr.state.pa.us/agsprod/rest/services/topo/Oil_n_Gas_Pool_Thematic/MapServer,Map Service,"Pennsylvania,Department of Conservation and Natural Resources,EnergyAtlas,topo","PA oil and gas pools including shallow/deep pools of oil, gas, coalbed methane, shale gas, and gas storage.",https://www.gis.dcnr.state.pa.us/agsprod/rest/services/topo/Oil_n_Gas_Pool_Thematic/MapServer/info/thumbnail,oil and gas,10,geomatics
topo/surficialgeology_new,https://www.gis.dcnr.state.pa.us/agsprod/rest/services/topo/surficialgeology_new/MapServer,Map Service,"Pennsylvania,Department of Conservation and Natural Resources,EnergyAtlas,topo",Surficial Geology,https://www.gis.dcnr.state.pa.us/agsprod/rest/services/topo/surficialgeology_new/MapServer/info/thumbnail,geology,8,geology
topo/TrailofGeology,https://www.gis.dcnr.state.pa.us/agsprod/rest/services/topo/TrailofGeology/MapServer,Map Service,"Pennsylvania,Department of Conservation and Natural Resources,EnergyAtlas,topo",Trail of Geology Point Layer for PAGeode,https://www.gis.dcnr.state.pa.us/agsprod/rest/services/topo/TrailofGeology/MapServer/info/thumbnail,geology,8,geology
OilGas/ConventionalDrilled18,https://www.depgis.state.pa.us/arcgis/rest/services/OilGas/ConventionalDrilled18/MapServer,Map Service,"Pennsylvania,Pennsylvania Department of Environmental Protection,EnergyAtlas,OilGas",2018 Conventional Wells Drilled,https://www.depgis.state.pa.us/arcgis/rest/services/OilGas/ConventionalDrilled18/MapServer/info/thumbnail,oil and gas,10,wells
OilGas_Collector/OG_Layers_Complaints,https://www.depgis.state.pa.us/arcgis/rest/services/OilGas_Collector/OG_Layers_Complaints/FeatureServer,Feature Service,"Pennsylvania,Pennsylvania Department of Environmental Protection,EnergyAtlas,OilGas_Collector",Oil and Gas Layers for Disconnected Services,https://www.depgis.state.pa.us/arcgis/rest/services/OilGas_Collector/OG_Layers_Complaints/FeatureServer/info/thumbnail,oil and gas,10,licenses
OilGas_Collector/OG_Layers_Default,https://www.depgis.state.pa.us/arcgis/rest/services/OilGas_Collector/OG_Layers_Default/FeatureServer,Feature Service,"Pennsylvania,Pennsylvania Department of Environmental Protection,EnergyAtlas,OilGas_Collector",Oil and Gas Layers for disconnected services,https://www.depgis.state.pa.us/arcgis/rest/services/OilGas_Collector/OG_Layers_Default/FeatureServer/info/thumbnail,oil and gas,10,infrastructure
OilGas_Collector/OG_Layers_Complaints,https://www.depgis.state.pa.us/arcgis/rest/services/OilGas_Collector/OG_Layers_Complaints/MapServer,Map Service,"Pennsylvania,Pennsylvania Department of Environmental Protection,EnergyAtlas,OilGas_Collector",Oil and Gas Layers for Disconnected Services,https://www.depgis.state.pa.us/arcgis/rest/services/OilGas_Collector/OG_Layers_Complaints/MapServer/info/thumbnail,oil and gas,10,licenses
OilGas_Collector/OG_Layers_OilGas_Inspections,https://www.depgis.state.pa.us/arcgis/rest/services/OilGas_Collector/OG_Layers_OilGas_Inspections/FeatureServer,Feature Service,"Pennsylvania,Pennsylvania Department of Environmental Protection,EnergyAtlas,OilGas_Collector",Oil and Gas Layers for disconnected services,https://www.depgis.state.pa.us/arcgis/rest/services/OilGas_Collector/OG_Layers_OilGas_Inspections/FeatureServer/info/thumbnail,oil and gas,10,infrastructure
OilGas_Collector/OG_Layers_Default,https://www.depgis.state.pa.us/arcgis/rest/services/OilGas_Collector/OG_Layers_Default/MapServer,Map Service,"Pennsylvania,Pennsylvania Department of Environmental Protection,EnergyAtlas,OilGas_Collector",Oil and Gas Layers for disconnected services,https://www.depgis.state.pa.us/arcgis/rest/services/OilGas_Collector/OG_Layers_Default/MapServer/info/thumbnail,oil and gas,10,infrastructure
OilGas_Collector/OG_Layers_Roads,https://www.depgis.state.pa.us/arcgis/rest/services/OilGas_Collector/OG_Layers_Roads/FeatureServer,Feature Service,"Pennsylvania,Pennsylvania Department of Environmental Protection,EnergyAtlas,OilGas_Collector",Oil and Gas Layers for disconnected services,https://www.depgis.state.pa.us/arcgis/rest/services/OilGas_Collector/OG_Layers_Roads/FeatureServer/info/thumbnail,oil and gas,8,infrastructure
OilGas_Collector/OG_Layers_OilGas_Inspections,https://www.depgis.state.pa.us/arcgis/rest/services/OilGas_Collector/OG_Layers_OilGas_Inspections/MapServer,Map Service,"Pennsylvania,Pennsylvania Department of Environmental Protection,EnergyAtlas,OilGas_Collector",Oil and Gas Layers for disconnected services,https://www.depgis.state.pa.us/arcgis/rest/services/OilGas_Collector/OG_Layers_OilGas_Inspections/MapServer/info/thumbnail,oil and gas,10,infrastructure
OilGas_Collector/OG_Layers_Roads,https://www.depgis.state.pa.us/arcgis/rest/services/OilGas_Collector/OG_Layers_Roads/MapServer,Map Service,"Pennsylvania,Pennsylvania Department of Environmental Protection,EnergyAtlas,OilGas_Collector",Oil and Gas Layers for disconnected services,https://www.depgis.state.pa.us/arcgis/rest/services/OilGas_Collector/OG_Layers_Roads/MapServer/info/thumbnail,oil and gas,10,infrastructure
