title,url,type,tags,description,thumbnailUrl,energy,energy_related,tag
EDW/EDW_HydroPercentStreamFlowNFSAnnual_01,https://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_HydroPercentStreamFlowNFSAnnual_01/MapServer,Map Service,"USDA - Forest Service - Enterprise Data Warehouse (EDW),EnergyAtlas","Available water supply varies greatly across the United States depending on topography, climate, elevation and geology. Forested and mountainous locations, such as national forests, tend to receive more precipitation than adjacent non-forested or low-lying areas. However, contributions of national forest lands to regional streamflow volumes is largely unknown. Using outputs from the Variable Infiltration Capacity hydrologic model, we calculated mean annual and mean summer (July and August) streamflow metrics based on total flow and flow from national forest lands for each 1:100,000 scale National Hydrography Dataset stream reach in the contiguous United States. Specifically, this data publication contains twenty-one comma-delimited ASCII text files (for different drainage areas and processing units across the United States) containing 1915-2011 mean annual flow and mean summer flow. These files also contain the mean annual and mean summer flows from National Forest System (NFS) lands as well as the portion of total mean annual and summer flow contributed by flow from NFS lands. These data provide insight into 1915-2011 hydrologic regimes and national forest contributions to total water yield. These non-spatial files were then merged and joined to the September 2012 snapshot of the National Hydrography Dataset (NHD), version 2. This tiled map service depicts the mean annual fraction of flows from Forest Service lands. Note: 'Forest Service lands' are here defined as those lands within the Forest Service administrative boundaries; these include some inholdings and other non-USFS lands enclosed within these boundaries.",https://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_HydroPercentStreamFlowNFSAnnual_01/MapServer/info/thumbnail,hydro energy,8,renewables
EDW/EDW_HydroPercentStreamFlowNFSSummer_01,https://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_HydroPercentStreamFlowNFSSummer_01/MapServer,Map Service,"USDA - Forest Service - Enterprise Data Warehouse (EDW),EnergyAtlas","Available water supply varies greatly across the United States depending on topography, climate, elevation and geology. Forested and mountainous locations, such as national forests, tend to receive more precipitation than adjacent non-forested or low-lying areas. However, contributions of national forest lands to regional streamflow volumes is largely unknown. Using outputs from the Variable Infiltration Capacity hydrologic model, we calculated mean annual and mean summer (July and August) streamflow metrics based on total flow and flow from national forest lands for each 1:100,000 scale National Hydrography Dataset stream reach in the contiguous United States. Specifically, this data publication contains twenty-one comma-delimited ASCII text files (for different drainage areas and processing units across the United States) containing 1915-2011 mean annual flow and mean summer flow. These files also contain the mean annual and mean summer flows from National Forest System (NFS) lands as well as the portion of total mean annual and summer flow contributed by flow from NFS lands. These data provide insight into 1915-2011 hydrologic regimes and national forest contributions to total water yield. These non-spatial files were then merged and joined to the September 2012 snapshot of the National Hydrography Dataset (NHD), version 2. This tiled map service depicts the mean summer fraction of flows from Forest Service lands. Note: 'Forest Service lands' are here defined as those lands within the Forest Service administrative boundaries; these include some inholdings and other non-USFS lands enclosed within these boundaries.",https://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_HydroPercentStreamFlowNFSSummer_01/MapServer/info/thumbnail,hydroelectric power,8,renewables
10_Mile_Generalized_Layer_of_Michigan_Class_II_Injection_Wells,https://services.arcgis.com/jDGuO8tYggdCCnUJ/arcgis/rest/services/10_Mile_Generalized_Layer_of_Michigan_Class_II_Injection_Wells/FeatureServer,Feature Service,"DOE - Energy Information Administration (EIA),EnergyAtlas",No description,https://services.arcgis.com/jDGuO8tYggdCCnUJ/arcgis/rest/services/10_Mile_Generalized_Layer_of_Michigan_Class_II_Injection_Wells/FeatureServer/info/thumbnail,injection wells,9,wells
1_2mile_Byhalia_buff,https://services.arcgis.com/jDGuO8tYggdCCnUJ/arcgis/rest/services/1_2mile_Byhalia_buff/FeatureServer,Feature Service,"DOE - Energy Information Administration (EIA),EnergyAtlas",No description,https://services.arcgis.com/jDGuO8tYggdCCnUJ/arcgis/rest/services/1_2mile_Byhalia_buff/FeatureServer/info/thumbnail,pipelines,8,pipelines
10_Mile_Generalized_Layer_of_Illinois_Class_II_Injection_Wells,https://services.arcgis.com/jDGuO8tYggdCCnUJ/arcgis/rest/services/10_Mile_Generalized_Layer_of_Illinois_Class_II_Injection_Wells/FeatureServer,Feature Service,"DOE - Energy Information Administration (EIA),EnergyAtlas",No description,https://services.arcgis.com/jDGuO8tYggdCCnUJ/arcgis/rest/services/10_Mile_Generalized_Layer_of_Illinois_Class_II_Injection_Wells/FeatureServer/info/thumbnail,injection wells for waste disposal,8,wells
10_Mile_Generalized_Layer_of_California_Class_II_Injection_Wells,https://services.arcgis.com/jDGuO8tYggdCCnUJ/arcgis/rest/services/10_Mile_Generalized_Layer_of_California_Class_II_Injection_Wells/FeatureServer,Feature Service,"DOE - Energy Information Administration (EIA),EnergyAtlas",No description,https://services.arcgis.com/jDGuO8tYggdCCnUJ/arcgis/rest/services/10_Mile_Generalized_Layer_of_California_Class_II_Injection_Wells/FeatureServer/info/thumbnail,injection wells for fluid disposal or secondary recovery in oil and gas operations,9,wells
10_Mile_Generalized_Layer_of_Indiana_Class_II_Injection_Wells,https://services.arcgis.com/jDGuO8tYggdCCnUJ/arcgis/rest/services/10_Mile_Generalized_Layer_of_Indiana_Class_II_Injection_Wells/FeatureServer,Feature Service,"DOE - Energy Information Administration (EIA),EnergyAtlas",No description,https://services.arcgis.com/jDGuO8tYggdCCnUJ/arcgis/rest/services/10_Mile_Generalized_Layer_of_Indiana_Class_II_Injection_Wells/FeatureServer/info/thumbnail,injection wells for waste disposal,9,wells
14th_Round_UK_Department_of_Energy_and_Climate_Change_(DECC)_Offered_Blocks,https://services.arcgis.com/jDGuO8tYggdCCnUJ/arcgis/rest/services/14th_Round_UK_Department_of_Energy_and_Climate_Change_(DECC)_Offered_Blocks/FeatureServer,Feature Service,"DOE - Energy Information Administration (EIA),EnergyAtlas",No description,https://services.arcgis.com/jDGuO8tYggdCCnUJ/arcgis/rest/services/14th_Round_UK_Department_of_Energy_and_Climate_Change_(DECC)_Offered_Blocks/FeatureServer/info/thumbnail,oil and gas,9,blocks
2.5_Mile_Generalized_Layer_of_California_Class_II_Injection_Wells,https://services.arcgis.com/jDGuO8tYggdCCnUJ/arcgis/rest/services/2.5_Mile_Generalized_Layer_of_California_Class_II_Injection_Wells/FeatureServer,Feature Service,"DOE - Energy Information Administration (EIA),EnergyAtlas",No description,https://services.arcgis.com/jDGuO8tYggdCCnUJ/arcgis/rest/services/2.5_Mile_Generalized_Layer_of_California_Class_II_Injection_Wells/FeatureServer/info/thumbnail,injection wells for waste disposal or secondary recovery in oil and gas operations,9,wells
10_Mile_Generalized_Layer_of_Oklahoma_Class_II_Injection_Wells,https://services.arcgis.com/jDGuO8tYggdCCnUJ/arcgis/rest/services/10_Mile_Generalized_Layer_of_Oklahoma_Class_II_Injection_Wells/FeatureServer,Feature Service,"DOE - Energy Information Administration (EIA),EnergyAtlas",No description,https://services.arcgis.com/jDGuO8tYggdCCnUJ/arcgis/rest/services/10_Mile_Generalized_Layer_of_Oklahoma_Class_II_Injection_Wells/FeatureServer/info/thumbnail,injection wells for waste disposal or secondary recovery in oil and gas production,10,wells
