title,url,type,tags,description,thumbnailUrl,energy,energy_related,tag
Energy/UT_SITLA_Energy_BLMCommunizationAgreement,https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_BLMCommunizationAgreement/FeatureServer,Feature Service,"Utah,Trust Lands Administration,EnergyAtlas,Energy","This dataset depicts the unofficial Bureau of Land Management (BLM) communization agreements data. This data is to be used for reference use only. BLM is the source of this data.<BR><BR>The purpose of the data set is to allow for conflict identification between oil and gas Communitization Agreements and other resources. It is also used for program management of the Fluid Minerals Program.<BR><BR>The data was collected using ""Heads Up Digitizing"" using ArcView 3.X and 1:24000 public land survey from USGS 7.5 minute quadrangles. The data is descriptive information of all active Oil and Gas Communitization Agreements (CA's) in the state of Utah. The approximate resoultion of the resulting non-topologic polygons (overlap exsits) is also 1:24000.<BR>",https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_BLMCommunizationAgreement/FeatureServer/info/thumbnail,oil and gas,8,leases
Energy/UT_SITLA_Energy_BLMCommunizationAgreement,https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_BLMCommunizationAgreement/MapServer,Map Service,"Utah,Trust Lands Administration,EnergyAtlas,Energy","This dataset depicts the unofficial Bureau of Land Management (BLM) communization agreements data. This data is to be used for reference use only. BLM is the source of this data.<BR><BR>The purpose of the data set is to allow for conflict identification between oil and gas Communitization Agreements and other resources. It is also used for program management of the Fluid Minerals Program.<BR><BR>The data was collected using ""Heads Up Digitizing"" using ArcView 3.X and 1:24000 public land survey from USGS 7.5 minute quadrangles. The data is descriptive information of all active Oil and Gas Communitization Agreements (CA's) in the state of Utah. The approximate resoultion of the resulting non-topologic polygons (overlap exsits) is also 1:24000.<BR>",https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_BLMCommunizationAgreement/MapServer/info/thumbnail,oil and gas,8,leases
Energy/UT_SITLA_Energy_BLMFederalMineralOwnership,https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_BLMFederalMineralOwnership/FeatureServer,Feature Service,"Utah,Trust Lands Administration,EnergyAtlas,Energy",This dataset depicts the unofficial Bureau of Land Management (BLM) federal mineral ownership data. This data is to be used for reference use only. BLM is the source of this data.,https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_BLMFederalMineralOwnership/FeatureServer/info/thumbnail,mineral ownership,8,leases
Energy/UT_SITLA_Energy_BLMContractsOilGas,https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_BLMContractsOilGas/MapServer,Map Service,"Utah,Trust Lands Administration,EnergyAtlas,Energy","This dataset depicts the Bureau of Land Management (BLM) oil and gas lease data. This dataset contains Oil and Gas Leases, derived from Legal Land Descriptions (LLD) contained in the US Bureau of Land Management's BLM LR2000 Case Recordation Database, and geocoded (mapped) using the Public Land Survey System (PLSS)/Geographic Coordinate Data Base (GCDB) derived from the most accurate survey data available through BLM Cadastral Survey workforce.<BR><BR>These data are provided by Bureau of Land Management (BLM) ""as is"" and may contain errors or omissions. The User assumes the entire risk associated with its use of these data and bears all responsibility in determining whether these data are fit for the User's intended use.",https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_BLMContractsOilGas/MapServer/info/thumbnail,oil and gas,10,leases
Energy/UT_SITLA_Energy_BLMContractsOilGas,https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_BLMContractsOilGas/FeatureServer,Feature Service,"Utah,Trust Lands Administration,EnergyAtlas,Energy","This dataset depicts the Bureau of Land Management (BLM) oil and gas lease data. This dataset contains Oil and Gas Leases, derived from Legal Land Descriptions (LLD) contained in the US Bureau of Land Management's BLM LR2000 Case Recordation Database, and geocoded (mapped) using the Public Land Survey System (PLSS)/Geographic Coordinate Data Base (GCDB) derived from the most accurate survey data available through BLM Cadastral Survey workforce.<BR><BR>These data are provided by Bureau of Land Management (BLM) ""as is"" and may contain errors or omissions. The User assumes the entire risk associated with its use of these data and bears all responsibility in determining whether these data are fit for the User's intended use.",https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_BLMContractsOilGas/FeatureServer/info/thumbnail,oil and gas,10,leases
Energy/UT_SITLA_Energy_BLMFederalMineralOwnership,https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_BLMFederalMineralOwnership/MapServer,Map Service,"Utah,Trust Lands Administration,EnergyAtlas,Energy",This dataset depicts the unofficial Bureau of Land Management (BLM) federal mineral ownership data. This data is to be used for reference use only. BLM is the source of this data.,https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_BLMFederalMineralOwnership/MapServer/info/thumbnail,mineral ownership,8,licenses
Energy/UT_SITLA_Energy_DOGMWell,https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_DOGMWell/FeatureServer,Feature Service,"Utah,Trust Lands Administration,EnergyAtlas,Energy",This dataset depicts the official State of Utah Division of Oil Gas and Mining (DOGM) well data. This dataset is updated on a daily basis.,https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_DOGMWell/FeatureServer/info/thumbnail,oil and gas,10,wells
Energy/UT_SITLA_Energy_DOGMWell,https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_DOGMWell/MapServer,Map Service,"Utah,Trust Lands Administration,EnergyAtlas,Energy",This dataset depicts the official State of Utah Division of Oil Gas and Mining (DOGM) well data. This dataset is updated on a daily basis.,https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_DOGMWell/MapServer/info/thumbnail,oil and gas,10,wells
Energy/UT_SITLA_Energy_DOGMWellsBottomHole,https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_DOGMWellsBottomHole/MapServer,Map Service,"Utah,Trust Lands Administration,EnergyAtlas,Energy",This dataset depicts the official State of Utah Division of Oil Gas and Mining (DOGM) well bottom hole data. This dataset is updated on a daily basis.,https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_DOGMWellsBottomHole/MapServer/info/thumbnail,oil and gas,9,wells
Energy/UT_SITLA_Energy_DOGMWellsBottomHolePath,https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_DOGMWellsBottomHolePath/FeatureServer,Feature Service,"Utah,Trust Lands Administration,EnergyAtlas,Energy",This dataset depicts the official State of Utah Division of Oil Gas and Mining (DOGM) well bottom hole path data. This dataset is updated on a daily basis.,https://gis.trustlands.utah.gov/server/rest/services/Energy/UT_SITLA_Energy_DOGMWellsBottomHolePath/FeatureServer/info/thumbnail,oil and gas,8,wells
