title,url,type,tags,description,thumbnailUrl,energy,energy_related,tag
Imagery/Aerial2013,https://location.cabarruscounty.us/arcgisservices/rest/services/Imagery/Aerial2013/ImageServer,Image Service,"North Carolina,Cabarrus,EnergyAtlas,Imagery",Imagery/Aerial2013,https://location.cabarruscounty.us/arcgisservices/rest/services/Imagery/Aerial2013/ImageServer/info/thumbnail,imagery,8,imagery
Imagery/Aerial2017,https://location.cabarruscounty.us/arcgisservices/rest/services/Imagery/Aerial2017/ImageServer,Image Service,"North Carolina,Cabarrus,EnergyAtlas,Imagery",Imagery/Aerial2017,https://location.cabarruscounty.us/arcgisservices/rest/services/Imagery/Aerial2017/ImageServer/info/thumbnail,imagery,10,imagery
GISWebsite/HistoricalBW,https://gis.gastongov.com/devnet/rest/services/GISWebsite/HistoricalBW/MapServer,Map Service,"North Carolina,Gaston,EnergyAtlas,GISWebsite",Historical Black and White Imagery,https://gis.gastongov.com/devnet/rest/services/GISWebsite/HistoricalBW/MapServer/info/thumbnail,geomatics,8,geomatics
GISWebsite/Imagery,https://gis.gastongov.com/devnet/rest/services/GISWebsite/Imagery/MapServer,Map Service,"North Carolina,Gaston,EnergyAtlas,GISWebsite",Color Imagery 2011- Present,https://gis.gastongov.com/devnet/rest/services/GISWebsite/Imagery/MapServer/info/thumbnail,Imagery data for mapping and analysis,8,imagery
Imagery/Aerials_1965_66wm,https://gis.harnett.org/arcgis/rest/services/Imagery/Aerials_1965_66wm/ImageServer,Image Service,"North Carolina,Harnett,EnergyAtlas,Imagery","1965-1966 Photography from ASCS, black/white, scanned from hardcopy maps, original scale 1:7200 ",https://gis.harnett.org/arcgis/rest/services/Imagery/Aerials_1965_66wm/ImageServer/info/thumbnail,imagery,8,imagery
Imagery/Aerials_1983wm,https://gis.harnett.org/arcgis/rest/services/Imagery/Aerials_1983wm/ImageServer,Image Service,"North Carolina,Harnett,EnergyAtlas,Imagery","1983 Orthophotography, original scale: 1:4800, scanned from hard copy and georeference by coordinates at tic marks ",https://gis.harnett.org/arcgis/rest/services/Imagery/Aerials_1983wm/ImageServer/info/thumbnail,imagery,8,imagery
Imagery/Aerials_2017wm,https://gis.harnett.org/arcgis/rest/services/Imagery/Aerials_2017wm/MapServer,Map Service,"North Carolina,Harnett,EnergyAtlas,Imagery",2017 Aerials,https://gis.harnett.org/arcgis/rest/services/Imagery/Aerials_2017wm/MapServer/info/thumbnail,imagery,8,imagery
Imagery/Aerials_2013wm,https://gis.harnett.org/arcgis/rest/services/Imagery/Aerials_2013wm/MapServer,Map Service,"North Carolina,Harnett,EnergyAtlas,Imagery","2013 Orthophotography color, original scale 1:2400",https://gis.harnett.org/arcgis/rest/services/Imagery/Aerials_2013wm/MapServer/info/thumbnail,imagery,8,imagery
Imagery/Aerials_2005wm,https://gis.harnett.org/arcgis/rest/services/Imagery/Aerials_2005wm/MapServer,Map Service,"North Carolina,Harnett,EnergyAtlas,Imagery","Orthophotography 2005 color, original scale 1:2400",https://gis.harnett.org/arcgis/rest/services/Imagery/Aerials_2005wm/MapServer/info/thumbnail,imagery,8,imagery
Imagery/Aerials_2021wm,https://gis.harnett.org/arcgis/rest/services/Imagery/Aerials_2021wm/MapServer,Map Service,"North Carolina,Harnett,EnergyAtlas,Imagery",No description,https://gis.harnett.org/arcgis/rest/services/Imagery/Aerials_2021wm/MapServer/info/thumbnail,imagery,8,imagery
GIS/100ft_Contours,https://gis.jacksonnc.org/jcgis/rest/services/GIS/100ft_Contours/MapServer,Map Service,"North Carolina,Jackson,EnergyAtlas,GIS","100 foot contours generated from a 20 foot digital elevation model, which was produced using LiDAR from the NC Floodplain Mapping Program. The LiDAR was produced in March, 2019.",https://gis.jacksonnc.org/jcgis/rest/services/GIS/100ft_Contours/MapServer/info/thumbnail,topography,8,topography
