title,url,type,tags,description,thumbnailUrl,energy,energy_related,tag
Geology/Biostratigraphy,https://gisweb.unr.edu/nbmg/rest/services/Geology/Biostratigraphy/MapServer,Map Service,"Nevada,Nevada Bureau of Mines and Geology - University of Nevada,EnergyAtlas,Geology","The biostratigraphic information presented here consists of 2,617 conodont sample locations from A.G. Harris, U.S. Geological Survey (USGS), emeritus in a shapefile called<BR>ConodontSamples.shp. They represent samples collected by many individuals over many years, and examined by Anita Harris. Sample locations were provided by Harris and except for a handful have not been verified for this publication. Information about many, but not all, of these samples has been published over the years in various maps and other publications.",https://gisweb.unr.edu/nbmg/rest/services/Geology/Biostratigraphy/MapServer/info/thumbnail,geology,10,geology
Geology/Faults,https://gisweb.unr.edu/nbmg/rest/services/Geology/Faults/MapServer,Map Service,"Nevada,Nevada Bureau of Mines and Geology - University of Nevada,EnergyAtlas,Geology","The earthquake hazard category features both recent and historical earthquake data, as well as locations and relative activity of Nevada's Quaternary faults. The Quaternary faults have been adapted and modified from the Nevada Bureau of Mines and Geology M167 Quaternary Faults in Nevada and the U.S. Geological Survey Quaternary Fault and Fold Database. Fault traces were originally digitized at 1:250,000 scale and spatial error can be significant when viewing faults at larger scales. Likewise, the fault data is not suitable to determine the presence of faults beneath a specific locality. Such a determination requires a site specific investigation by a qualified practitioner. The Nevada Bureau of Mines and Geology is not liable for any direct or indirect damage with respect to claims by users of this product. ",https://gisweb.unr.edu/nbmg/rest/services/Geology/Faults/MapServer/info/thumbnail,geology,10,geology
Geology/GeoChem_NURE_HSSR,https://gisweb.unr.edu/nbmg/rest/services/Geology/GeoChem_NURE_HSSR/MapServer,Map Service,"Nevada,Nevada Bureau of Mines and Geology - University of Nevada,EnergyAtlas,Geology","Geochemistry of sediments in the US from the NURE-HSSR database:<BR>Geochemical analyses of sediment samples throughout the U.S. collected by the hydrogeochemical and stream sediment reconnaissance (HSSR) phase of the National Uranium Resource Evaluation (NURE) program. This database contains 397,625 records.<BR><BR>Geochemistry of water samples in the US from the NURE-HSSR database<BR>Geochemical analyses of water samples throughout the U.S. collected by the hydrogeochemical and stream sediment reconnaissance (HSSR) phase of the National Uranium Resource Evaluation (NURE) program. This database contains 335,547 records.",https://gisweb.unr.edu/nbmg/rest/services/Geology/GeoChem_NURE_HSSR/MapServer/info/thumbnail,Geology and Geochemistry,8,geology
Geology/CBA,https://gisweb.unr.edu/nbmg/rest/services/Geology/CBA/MapServer,Map Service,"Nevada,Nevada Bureau of Mines and Geology - University of Nevada,EnergyAtlas,Geology","Northeast Illumination<BR><BR>The complete Bouguer gravity anomaly grid was generated from 71,055 gravity station measurements in and adjacent to the State of Nevada. The source of the station information is the 1997 USGS publication Digital Data Series DDS-42 by David A. Ponce. Another source of gravity data is the University of Texas-El Paso (UTEP) / PACES research center. Observed gravity measurements relative to the International Gravity Standardization Net 1971 (IGSN71) datum were reduced to the Bouguer anomaly using the 1967 gravity formula (Cordell and others, 1982) and a reduction density of 2.67 gm/cc. Terrain corrections were calculated radially outward from each station to a distance of 167 km using a method developed by Plouff (1977) which produces the complete Bouguer anomaly. The data were converted to a 1-km grid using minimum curvature techniques. Contact David Ponce for availability of these and any updated station data as well as reduction details for Nevada gravity. This compilation does not include any unpublished data.<BR><BR>The colors on this complete Bouguer gravity anomaly (Bankey and others, 1995) map represent gravity variations resulting from lateral density variations in the Earth. The more positive anomalies (red colors) occur in areas with average density greater than the Bouguer reduction density of 2.67 gm/cc, whereas the more negative anomalies (blue colors) occur in areas of lower density. The color scale used to create this image is non-linear to best represent the range of values.<BR><BR>The grid for the complete Bouguer color-contour map is available from the data directory as grvcba.grd",https://gisweb.unr.edu/nbmg/rest/services/Geology/CBA/MapServer/info/thumbnail,geology,10,geology
Geology/FaultsCache,https://gisweb.unr.edu/nbmg/rest/services/Geology/FaultsCache/MapServer,Map Service,"Nevada,Nevada Bureau of Mines and Geology - University of Nevada,EnergyAtlas,Geology","The earthquake hazard category features both recent and historical earthquake data, as well as locations and relative activity of Nevada's Quaternary faults. The Quaternary faults have been adapted and modified from the Nevada Bureau of Mines and Geology M167 Quaternary Faults in Nevada and the U.S. Geological Survey Quaternary Fault and Fold Database. Fault traces were originally digitized at 1:250,000 scale and spatial error can be significant when viewing faults at larger scales. Likewise, the fault data is not suitable to determine the presence of faults beneath a specific locality. Such a determination requires a site specific investigation by a qualified practitioner. The Nevada Bureau of Mines and Geology is not liable for any direct or indirect damage with respect to claims by users of this product. ",https://gisweb.unr.edu/nbmg/rest/services/Geology/FaultsCache/MapServer/info/thumbnail,geology,10,geology
Geology/GeoChem,https://gisweb.unr.edu/nbmg/rest/services/Geology/GeoChem/MapServer,Map Service,"Nevada,Nevada Bureau of Mines and Geology - University of Nevada,EnergyAtlas,Geology","Abstract:<BR>Geochemical analysis of soil samples from the National Geochemical Database. Primarily inorganic elemental concentrations, most samples are from the continental US and Alaska. Samples were collected and analyzed over many decades, beginning in the 1960s, though some samples may have been collected earlier.<BR>Purpose:<BR>The National Geochemical Database is a curated repository intended to contain all geochemical analyses carried out by and for geological studies conducted by the U.S. Geological Survey. Sample characteristics, including the location from which the sample was taken, and characteristics of the location and nearby geographic area, are included as well as analytical determinations of the concentration of elements and other chemical species. The work of USGS is strongly concentrated in earth sciences, so most of the analyses are of inorganic components. Likewise as a US Federal government organization, the work of USGS focuses on areas governed by the United States. Samples are located throughout the world, but most of the samples come from the US.",https://gisweb.unr.edu/nbmg/rest/services/Geology/GeoChem/MapServer/info/thumbnail,Geology and Geochemistry,10,geology
Geology/GeoChron,https://gisweb.unr.edu/nbmg/rest/services/Geology/GeoChron/MapServer,Map Service,"Nevada,Nevada Bureau of Mines and Geology - University of Nevada,EnergyAtlas,Geology","From the USGS<BR><BR>Abstract:<BR>Radiometric ages of geological materials by K-Ar, Rb-Sr, Sm-Nd, fission track, and U-Th-Pb dating methods. A revision of DDS-14 correcting locations and providing the data in more convenient formats.<BR>Purpose:<BR>This database is a minor revision of DDS-14, with some corrections.",https://gisweb.unr.edu/nbmg/rest/services/Geology/GeoChron/MapServer/info/thumbnail,geology,10,geology
Geology/IsostaticGravity,https://gisweb.unr.edu/nbmg/rest/services/Geology/IsostaticGravity/MapServer,Map Service,"Nevada,Nevada Bureau of Mines and Geology - University of Nevada,EnergyAtlas,Geology","Northeast Illumination<BR><BR>The colors on this isostatic residual gravity map (Bankey and others, 1995) reflect variations in the Earth's gravity field caused by density variations in the rocks composing the upper part of the Earth's crust. An isostatic residual gravity grid was derived from the complete Bouguer gravity anomaly data by removing the gravitational effect of the compensating mass that supports topographic loads. The thickness of this compensating mass was calculated using averaged digital topography by assuming a crustal thickness for sea-level topography of 25 km, a crustal density of 2.67 gm/cc, and a density contrast between the crust and upper mantle of 0.40 gm/cc. The anomalies and patterns on the map reveal features of subsurface geology, including the location of buried faults, sedimentary basins, plutons, uplifted basement rocks, and so forth. The more positive anomalies (red colors) delineate rocks more dense than the Bouguer reduction density of 2.67 gm/cc, whereas the more negative anomalies (blue colors) result from rocks of lower density. The color scale used to create this image is non-linear to best represent the range of values. The source of the station information is the 1997 USGS publication Digital Data Series DDS-42 by David A. Ponce. Contact David Ponce for availability of these and any updated station data as well as reduction details for Nevada gravity. This compilation does not include any unpublished data.<BR><BR>The grid for this map is available from the data directory as grviso.grd",https://gisweb.unr.edu/nbmg/rest/services/Geology/IsostaticGravity/MapServer/info/thumbnail,geology and gravity,10,gravity
Geology/KeystoneThrust,https://gisweb.unr.edu/nbmg/rest/services/Geology/KeystoneThrust/MapServer,Map Service,"Nevada,Nevada Bureau of Mines and Geology - University of Nevada,EnergyAtlas,Geology",No description,https://gisweb.unr.edu/nbmg/rest/services/Geology/KeystoneThrust/MapServer/info/thumbnail,geology,10,geology
Geology/MagneticAnomoly,https://gisweb.unr.edu/nbmg/rest/services/Geology/MagneticAnomoly/MapServer,Map Service,"Nevada,Nevada Bureau of Mines and Geology - University of Nevada,EnergyAtlas,Geology","DS 234: Nevada Composite Magnetic Anomaly Map: (NE illumination) at simulated flight altitude of 305 m (1,000 ft) above ground.",https://gisweb.unr.edu/nbmg/rest/services/Geology/MagneticAnomoly/MapServer/info/thumbnail,geology and magnetics,10,magnetics
Geology/NevadaRocks,https://gisweb.unr.edu/nbmg/rest/services/Geology/NevadaRocks/MapServer,Map Service,"Nevada,Nevada Bureau of Mines and Geology - University of Nevada,EnergyAtlas,Geology",No description,https://gisweb.unr.edu/nbmg/rest/services/Geology/NevadaRocks/MapServer/info/thumbnail,geology,10,geology
