title,url,type,tags,description,thumbnailUrl,energy,energy_related,tag
agol/GAS_UPDM_STAGING,https://gis.tpcg.org/server/rest/services/agol/GAS_UPDM_STAGING/FeatureServer,Feature Service,"Louisiana,Terrebonne,EnergyAtlas,agol",Gas UPDM Staging,https://gis.tpcg.org/server/rest/services/agol/GAS_UPDM_STAGING/FeatureServer/info/thumbnail,gas,10,gas
agol/GAS_UPDM_STAGING,https://gis.tpcg.org/server/rest/services/agol/GAS_UPDM_STAGING/MapServer,Map Service,"Louisiana,Terrebonne,EnergyAtlas,agol",Gas UPDM Staging,https://gis.tpcg.org/server/rest/services/agol/GAS_UPDM_STAGING/MapServer/info/thumbnail,gas,10,gas
Infrastructure/Business,https://maps.brla.gov/gis/rest/services/Infrastructure/Business/MapServer,Map Service,"Louisiana,Baton Rouge,EnergyAtlas,Infrastructure","Point geometry with attributes displaying businesses in East Baton Rouge Parish, Louisiana.",https://maps.brla.gov/gis/rest/services/Infrastructure/Business/MapServer/info/thumbnail,Infrastructure,10,infrastructure
Infrastructure/ABC_License,https://maps.brla.gov/gis/rest/services/Infrastructure/ABC_License/MapServer,Map Service,"Louisiana,Baton Rouge,EnergyAtlas,Infrastructure",ArcGIS Server map service displaying Alcoholic Beverage Control Licenses in EBRP.<BR><BR>View metadata at https://city.brla.gov/gis/metadata/ADDRESS_POINT.html,https://maps.brla.gov/gis/rest/services/Infrastructure/ABC_License/MapServer/info/thumbnail,infrastructure,10,infrastructure
Infrastructure/Apartment,https://maps.brla.gov/gis/rest/services/Infrastructure/Apartment/MapServer,Map Service,"Louisiana,Baton Rouge,EnergyAtlas,Infrastructure","<DIV STYLE=""text-align:Left;""><DIV><DIV><P><SPAN>Point geometry with attributes displaying arts and entertainment type businesses in East Baton Rouge Parish, Louisiana.</SPAN></P></DIV></DIV></DIV>",https://maps.brla.gov/gis/rest/services/Infrastructure/Apartment/MapServer/info/thumbnail,infrastructure,10,infrastructure
Infrastructure/Bridge,https://maps.brla.gov/gis/rest/services/Infrastructure/Bridge/MapServer,Map Service,"Louisiana,Baton Rouge,EnergyAtlas,Infrastructure","Polygon geometry displaying bridges in East Baton Rouge Parish, Louisiana.",https://maps.brla.gov/gis/rest/services/Infrastructure/Bridge/MapServer/info/thumbnail,Infrastructure,10,infrastructure
Infrastructure/College_University,https://maps.brla.gov/gis/rest/services/Infrastructure/College_University/MapServer,Map Service,"Louisiana,Baton Rouge,EnergyAtlas,Infrastructure","Polygon geometry with attributes displaying colleges and universities in East Baton Rouge Parish, Louisiana.",https://maps.brla.gov/gis/rest/services/Infrastructure/College_University/MapServer/info/thumbnail,infrastructure,10,infrastructure
Infrastructure/Community_Center,https://maps.brla.gov/gis/rest/services/Infrastructure/Community_Center/MapServer,Map Service,"Louisiana,Baton Rouge,EnergyAtlas,Infrastructure",Point features with attribution for all public facilities in East Baton Rouge Parish.,https://maps.brla.gov/gis/rest/services/Infrastructure/Community_Center/MapServer/info/thumbnail,infrastructure,10,infrastructure
Infrastructure/Daycare_Center,https://maps.brla.gov/gis/rest/services/Infrastructure/Daycare_Center/MapServer,Map Service,"Louisiana,Baton Rouge,EnergyAtlas,Infrastructure","Point geometry with attributes displaying daycare centers in East Baton Rouge Parish, Louisiana.",https://maps.brla.gov/gis/rest/services/Infrastructure/Daycare_Center/MapServer/info/thumbnail,infrastructure,10,infrastructure
Infrastructure/CityKey_Sites_Services,https://maps.brla.gov/gis/rest/services/Infrastructure/CityKey_Sites_Services/MapServer,Map Service,"Louisiana,Baton Rouge,EnergyAtlas,Infrastructure","Point and polygon geometry with attributes displaying sites and services in East Baton Rouge Parish, Louisiana for use with the City Key Baton Rouge web application.",https://maps.brla.gov/gis/rest/services/Infrastructure/CityKey_Sites_Services/MapServer/info/thumbnail,infrastructure,8,infrastructure
Infrastructure/Fitness_Center,https://maps.brla.gov/gis/rest/services/Infrastructure/Fitness_Center/MapServer,Map Service,"Louisiana,Baton Rouge,EnergyAtlas,Infrastructure","Point geometry with attributes displaying fitness centers in East Baton Rouge Parish, Louisiana.",https://maps.brla.gov/gis/rest/services/Infrastructure/Fitness_Center/MapServer/info/thumbnail,infrastructure,10,infrastructure
Infrastructure/Government_Agency,https://maps.brla.gov/gis/rest/services/Infrastructure/Government_Agency/MapServer,Map Service,"Louisiana,Baton Rouge,EnergyAtlas,Infrastructure","Point geometry with attributes displaying arts and entertainment type businesses in East Baton Rouge Parish, Louisiana.",https://maps.brla.gov/gis/rest/services/Infrastructure/Government_Agency/MapServer/info/thumbnail,infrastructure,10,infrastructure
Infrastructure/Grocery_Pharmacy,https://maps.brla.gov/gis/rest/services/Infrastructure/Grocery_Pharmacy/MapServer,Map Service,"Louisiana,Baton Rouge,EnergyAtlas,Infrastructure","Point geometry with attributes displaying arts and entertainment type businesses in East Baton Rouge Parish, Louisiana.",https://maps.brla.gov/gis/rest/services/Infrastructure/Grocery_Pharmacy/MapServer/info/thumbnail,infrastructure,10,infrastructure
