title,url,type,tags,description,thumbnailUrl,energy,energy_related,tag
imagery/Aerial2019,https://ags.myokaloosa.com/arcgis/rest/services/imagery/Aerial2019/MapServer,Map Service,"Florida,Okaloosa,EnergyAtlas,imagery","2019 aerial mosaic, comprised of 2019 3 inch imagery of populated areas, 2019 6 inch imagery of rural areas, and 2016 9 inch imagery of most of Eglin AFB.",https://ags.myokaloosa.com/arcgis/rest/services/imagery/Aerial2019/MapServer/info/thumbnail,imagery,10,imagery
imagery/Aerial2016,https://ags.myokaloosa.com/arcgis/rest/services/imagery/Aerial2016/MapServer,Map Service,"Florida,Okaloosa,EnergyAtlas,imagery",2016 Arial Photography. Comprised of 2 separate mosaics: 2016 coverage of non-Eglin areas and 9 inch 2013 mosaic of Eglin AFB.,https://ags.myokaloosa.com/arcgis/rest/services/imagery/Aerial2016/MapServer/info/thumbnail,imagery,10,imagery
imagery/Aerial2019_NIR,https://ags.myokaloosa.com/arcgis/rest/services/imagery/Aerial2019_NIR/MapServer,Map Service,"Florida,Okaloosa,EnergyAtlas,imagery",No description,https://ags.myokaloosa.com/arcgis/rest/services/imagery/Aerial2019_NIR/MapServer/info/thumbnail,imagery,8,imagery
Infrastructure/Transportation_Sheriffs,https://ags.myokaloosa.com/arcgis/rest/services/Infrastructure/Transportation_Sheriffs/MapServer,Map Service,"Florida,Okaloosa,EnergyAtlas,Infrastructure","This is a copy of the Transportation.mxd. Sheriffs dept software can't use existing map services, but can use AGOL layers. This service is created specifically to be used on AGOL as a Map Image. Specific zoom levels and symbology has been pre-set for this. EQ 1/20/2021",https://ags.myokaloosa.com/arcgis/rest/services/Infrastructure/Transportation_Sheriffs/MapServer/info/thumbnail,infrastructure,10,infrastructure
imagery/Aerial2019_NIR,http://ags.co.okaloosa.fl.us/arcgis/rest/services/imagery/Aerial2019_NIR/MapServer,Map Service,"Florida,Okaloosa,EnergyAtlas,imagery",No description,http://ags.co.okaloosa.fl.us/arcgis/rest/services/imagery/Aerial2019_NIR/MapServer/info/thumbnail,imagery,8,imagery
imagery/Aerial2016,http://ags.co.okaloosa.fl.us/arcgis/rest/services/imagery/Aerial2016/MapServer,Map Service,"Florida,Okaloosa,EnergyAtlas,imagery",2016 Arial Photography. Comprised of 2 separate mosaics: 2016 coverage of non-Eglin areas and 9 inch 2013 mosaic of Eglin AFB.,http://ags.co.okaloosa.fl.us/arcgis/rest/services/imagery/Aerial2016/MapServer/info/thumbnail,imagery,10,imagery
imagery/Aerial2019,http://ags.co.okaloosa.fl.us/arcgis/rest/services/imagery/Aerial2019/MapServer,Map Service,"Florida,Okaloosa,EnergyAtlas,imagery","2019 aerial mosaic, comprised of 2019 3 inch imagery of populated areas, 2019 6 inch imagery of rural areas, and 2016 9 inch imagery of most of Eglin AFB.",http://ags.co.okaloosa.fl.us/arcgis/rest/services/imagery/Aerial2019/MapServer/info/thumbnail,imagery,10,imagery
Imagery/Imagery2006,https://gis.sumtercountyfl.gov/sumtergis/rest/services/Imagery/Imagery2006/MapServer,Map Service,"Florida,Sumter,EnergyAtlas,Imagery",Aerial Imagery 2006,https://gis.sumtercountyfl.gov/sumtergis/rest/services/Imagery/Imagery2006/MapServer/info/thumbnail,imagery,10,imagery
Imagery/Imagery1970,https://gis.sumtercountyfl.gov/sumtergis/rest/services/Imagery/Imagery1970/MapServer,Map Service,"Florida,Sumter,EnergyAtlas,Imagery",Aerial Imagery 1970,https://gis.sumtercountyfl.gov/sumtergis/rest/services/Imagery/Imagery1970/MapServer/info/thumbnail,Imagery data,10,imagery
Imagery/2020Mosaic,https://gis.sumtercountyfl.gov/sumtergis/rest/services/Imagery/2020Mosaic/MapServer,Map Service,"Florida,Sumter,EnergyAtlas,Imagery",No description,https://gis.sumtercountyfl.gov/sumtergis/rest/services/Imagery/2020Mosaic/MapServer/info/thumbnail,imagery,10,imagery
